C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_31_184.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_31_184.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_31_184.jpg, 0, 0, 0, 7.730111E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_31_292.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_31_292.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_31_292.jpg, 0, 0, 0, 7.733578E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_31_402.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_31_402.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_31_402.jpg, 0, 0, 0, 7.836177E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_31_509.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_31_509.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_31_509.jpg, 0, 0, 0, 7.80636E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_31_616.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_31_616.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_31_616.jpg, 0, 0, 0, 7.803352E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_31_727.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_31_727.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_31_727.jpg, 0, 0, 0, 7.838156E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_31_832.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_31_832.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_31_832.jpg, 0, 0, 0, 7.819042E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_31_941.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_31_941.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_31_941.jpg, 0, 0, 0, 7.833147E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_32_041.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_32_041.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_32_041.jpg, 0, 0, 0, 7.819118E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_32_142.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_32_142.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_32_142.jpg, 0, 0, 0, 7.837531E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_32_250.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_32_250.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_32_250.jpg, 0, 0, 0, 7.875207E-05
C:\Users\ECC\Desktop\behavior_cloning\IMG\center_2019_04_07_07_01_32_351.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\left_2019_04_07_07_01_32_351.jpg, C:\Users\ECC\Desktop\behavior_cloning\IMG\right_2019_04_07_07_01_32_351.jpg, 0, 0.3029771, 0, 0.2739546
